,city_state,donor_counts
18858,"Select an Airport, CA",2
18859,"Winchendon, MA",2
18860,"suffolk, VA",2
18861,"Mosca, CO",2
18862,"st augustine, FL",2
18863,"canisteo, NY",2
18864,"thonotosassa, FL",2
18865,"holly hill, FL",2
18866,"Efland,, NC",2
18867,"bronx, NE",2
18868,"Eagle Creek, OR",2
18869,"berea, OH",2
18870,"solon, OH",2
18871,"Menard, TX",2
18872,"Badwin, NY",2
18873,"melrose, MA",2
18874,"jamesville, NY",2
18875,"coventry, CT",2
18876,"orange city, FL",2
18877,"GLENVIEW, IL",2
18878,"Maple Hts, OH",2
18879,"Abuquerque, NM",2
18880,"holden, MA",2
18881,"Butler, GA",2
18882,"florence, MA",2
18883,"Palos Verdes, CA",2
18884,"Lackawaxen, PA",2
18885,"Randolph, NH",2
18886,"warminster, PA",2
18887,"Lathrop, MO",2
18888,"Grammar, AL",2
18889,"La Quinta, NY",2
18890,"Rainier, WA",2
18891,"Gloster, MS",2
18892,"asheboro, NC",2
18893,"Reading,, PA",2
18894,"trussville, AL",2
18895,"RIVERTON, UT",2
18896,"Atlanta, MA",2
18897,"Norwak, CA",2
18898,"albertson, NY",2
18899,"Crystal River, FL",2
18900,"Indianola, IL",2
18901,"san frnacisco, NY",2
18902,"MEmphis, TN",2
18903,"Peterborough, NY",2
18904,"BAldwin, NY",2
18905,"Columbus, KS",2
18906,"New YOrk,, NY",2
18907,"San Franicsco, CA",2
18908,"Eastsound, WA",2
18909,"pinehurst, NC",2
18910,", Buffalo Grove, IL",2
18911,"Ferndale, PA",2
18912,"Roaring River, NC",2
18913,"Charleston, OR",2
18914,"Startham, NH",2
18915,"stone ridge, NY",2
18916,"Greenwood, IN, IN",2
18917,"SUNNYSIDE, NY",2
18918,"BROWNSVILLE, TX",2
18919,"st paul, MN",2
18920,"Bauxite, AR",2
18921,"WESTWOOD, NJ",2
18922,"stockbridge, GA",2
18923,"Oak Pakr, IL",2
18924,"Kanata, CA",2
18925,"Paia, HI",2
18926,"red boiling springs, TN",2
18927,"Taylorsville, GA",2
18928,"Newton, AL",2
18929,"Winlock, WA",2
18930,"Tunnelton, WV",2
18931,"IRvine, CA",2
18932,"Odell, IL",2
18933,"st. marys georgia, GA",2
18934,"New York, PA",2
18935,"GREENWICH, CT",2
18936,"Elkins, NH",2
18937,"brambleton, VA",2
18938,"millis, MA",2
18939,"nantucket, MA",2
18940,"GRAFTON, OH",2
18941,"Yutan, NE",2
18942,"ASHLAND, MA",2
18943,"Edneyville, NC",2
18944,"Park City, KS",2
18945,"Summerton, SC",2
18946,"OSCODA, MI",2
18947,"n.y., NY",2
18948,"Elk Park, NC",2
18949,"Dalton Gardens, ID",2
18950,"hearne, TX",2
18951,"Forest  Hills, NY",2
18952,"MANORVILLE, NY",2
18953,"Vancouver, BC Canada, AP",2
18954,"Lenox, MI",2
18955,"Troy Mills, IA",2
18956,"FRENCHTOWN, MT",2
18957,"Union city, CA",2
18958,"Coral Sprigns, FL",2
18959,"Sidell, FL",2
18960,"718 North Black Street Unit B, MT",2
18961,"waynesburg, PA",2
18962,"Gap Mills, WV",2
18963,"Bakerfield, CA",2
18964,"EL DORADO HILLS, CA",2
18965,"tampa, fl, FL",2
18966,"CLEMMONS, NC",2
18967,"Camden, AR",2
18968,"Herbert, IL",2
18969,"GULFPORT, FL",2
18970,"E. Rochester, NY",2
18971,"westport, MA",2
18972,"Alba, TX",2
18973,"webster, NY",2
18974,"west windsor, NJ",2
18975,"Kiln, MS",2
18976,"Cincinnati, PA",2
18977,"Copperas COVE, TX",2
18978,"Mt Vernon, IL",2
18979,"Columbiana, OH",2
18980,"Mebane, MI",2
18981,"Glennie, MI",2
18982,"LEBANON, VA",2
18983,"MANHASSET, NY",2
18984,"lake forest park, WA",2
18985,"Salmon, ID",2
18986,"kaplan, LA",2
18987,"Dania, FL",2
18988,"Fairfield, CT, CT",2
18989,"Denver,, PA",2
18990,"PALMDALE, CA",2
18991,"Fort Polk, LA",2
18992,"Wade, ME",2
18993,"Columbus, WI",2
18994,"STAFFORD, VA, VA",2
18995,"Modoc, SC",2
18996,"L'Anse, MI",2
18997,"new providence, PA",2
18998,"Hephzibah, GA",2
18999,"strawberry plains, TN",2
19000,"Tolland, MA",2
19001,"boonton, NJ",2
19002,"Ball, LA",2
19003,"Pelion, SC",2
19004,"Oak Hills, CA",2
19005,"manhattan Beach, CA",2
19006,"Burlington,   ",2
19007,"Culver City, NH",2
19008,"fortuna, CA",2
19009,"mansfield, TX",2
19010,"huntingdon valley, PA",2
19011,"Deville, LA",2
19012,"glassboro, NJ",2
19013,"loves park, IL",2
19014,"Purdys, NY",2
19015,"Canton, PA",2
19016,"TPA, FL",2
19017,"Washington Twp, OH",2
19018,"West dundee, IL",2
19019,"Madison, MO",2
19020,"prescott Valley, AZ",2
19021,"Hong Kong (NOT in USA!), NY",2
19022,"Boulder, AZ",2
19023,"Lauderdale by the Sea, FL",2
19024,"92103, CA",2
19025,"Gheens, LA",2
19026,"Sigourney, IA",2
19027,"Lamoine, ME",2
19028,"Brookdale, CA",2
19029,"Five Points, AL",2
19030,"MONTCLAIR, CA",2
19031,"new kent, VA",2
19032,"Elicott City, MD",2
19033,"22643 SWEDEN, NY",2
19034,"Toronto, Ontario Canada M4V1Z6, WA",2
19035,"PORTAGE, MI",2
19036,"Maryland Hgts, MO",2
19037,"Wateford, CT",2
19038,"Bath, MA",2
19039,"Sherwood, OH",2
19040,"fairlawn, NJ",2
19041,"CYCLONE, WV",2
19042,"HATTIESBURG, MS",2
19043,"Troy, PA",2
19044,"Newmanstown, PA",2
19045,"WATSOVILLE, CA",2
19046,"RED BLUFF, CA",2
19047,"Milford, CA",2
19048,"Creekside, PA",2
19049,"Boston, KY",2
19050,"severn, MD",2
19051,"warrington, PA",2
19052,"Agua Dul, CA",2
19053,"hauula, HI",2
19054,"avon, OH",2
19055,"Okland, CA",2
19056,"Trappe, PA",2
19057,"Paulding, OH",2
19058,"st. petersburg, FL",2
19059,"Omaha, AR",2
19060,"titusville, PA",2
19061,"University heights, OH",2
19062,"Sydney, AL",2
19063,"wake forest, NC",2
19064,"Bastrop, LA",2
19065,"Cumberland, WI",2
19066,"Lawrenceburg, KY",2
19067,"rancho cucamonga, CA",2
19068,"MASSAPEQUA PK, NY",2
19069,"Greenville, IL",2
19070,"Bowersville, OH",2
19071,"Sullivan, NH",2
19072,"No. Syracuse, NY",2
19073,"Canbky, OR",2
19074,"Bedmin, NJ",2
19075,"GREEN VALLEY, AZ",2
19076,"Hereford, TX",2
19077,"Waterord, PA",2
19078,"VENICE, FL",2
19079,"STEEP FALLS, ME",2
19080,"Orange`, CA",2
19081,"bryan, TX",2
19082,"greenacres, FL",2
19083,"bryn mawr, PA",2
19084,"valley Village, CA",2
19085,"westampton, NJ",2
19086,"Glencoe,, IL",2
19087,"pevely, MO",2
19088,"Winter park, FL",2
19089,"De Berry, TX",2
19090,"Sausalito CA 94965, CA",2
19091,"Las Vegas, CA",2
19092,"COTO DE CAZA, CA",2
19093,"SILVER CITY, NM",2
19094,"Oak Grove, VA",2
19095,"Massanutten, VA",2
19096,"Lake Lure, SC",2
19097,"Paris, MO",2
19098,"Lake Fork, IL",2
19099,"Dyer, TN",2
19100,"WINDHAM, CT",2
19101,"B, ID",2
19102,"Rosendale, NY",2
19103,"23053 Westchester Blvd, FL",2
19104,"Elkton, VA",2
19105,"Mayville, ND",2
19106,"b, CT",2
19107,"South Hamilton,, MA",2
19108,"morrisville, NC",2
19109,"Pageland, SC",2
19110,"Cloverdale, IN",2
19111,"PONCA CITY, OK",2
19112,"Falfurrias, TX",2
19113,"Hillside, CO",2
19114,"aransas pass, TX",2
19115,"syracuse, IN",2
19116,"South hadley, MA",2
19117,"Kentwood, LA",2
19118,"wayzata, MN",2
19119,"Petoksey, MI",2
19120,"EVANSVILLE, IN",2
19121,"H1M 3X5  CANADA, NY",2
19122,"Eustace, TX",2
19123,"thornville, OH",2
19124,"SYLVA, NC",2
19125,"Commerce, TX",2
19126,"Ballwin, NY",2
19127,"Brussels, IL",2
19128,"Oconomowoc,, WI",2
19129,"Mt. Pleasant, IA",2
19130,"Wood-Ridge, NJ",2
19131,"Coventry, RI 02816, RI",2
19132,"Malden, MO",2
19133,"Rockaway Beach, OR",2
19134,"chatsworth, HI",2
19135,"Andalusia, PA",2
19136,"Sheffield Village, OH",2
19137,"rushville, MO",2
19138,"FARMINGTON, CT",2
19139,"orange, CT",2
19140,"Dickson City, PA",2
19141,"los alamos, NM",2
19142,"Piedmont, AL",2
19143,"Lamona, WA",2
19144,"Hartfield, VA",2
19145,"leon, WV",2
19146,"Bloomington Springs, TN",2
19147,"west lafayette, OH",2
19148,"NY NY 10004, NY",2
19149,"Umpqua, OR",2
19150,"Cedar knolls, NJ",2
19151,"Williams, CA",2
19152,"Lancaster, NH",2
19153,"xxx, PA",2
19154,"Apo, AP",2
19155,"Brambleton, VA",2
19156,"Windcrest, TX",2
19157,"Memphis, FL",2
19158,"St. Davids, PA",2
19159,"SELLERSVILLE, PA",2
19160,"Altus AFB, OK",2
19161,"Unionville, NY",2
19162,"north ft myers, FL",2
19163,"Port Wing, WI",2
19164,"Cherokee, NC",2
19165,"WILMINGTON, CA",2
19166,"Santa Cruz,, CA",2
19167,"GARDNER, MA",2
19168,"McNeill, MS",2
19169,"Rancocas, NJ",2
19170,"Minnneapolis, MN",2
19171,"swansea, MA",2
19172,"APO, IL",2
19173,"NY (UWS), NY",2
19174,"St Basile, PR",2
19175,"Holton, MI",2
19176,"Arlington, KY",2
19177,"Campbell Hall, NY",2
19178,"GLEN BURNIE, MD",2
19179,"Ojo Caliente, NM",2
19180,"coleherbert@gmail.com, CA",2
19181,"Weatherby Lake, MO",2
19182,"Sand Lake, NY",2
19183,"framingham, MA",2
19184,"KOKOMO, IN",2
19185,"boiling springs, PA",2
19186,"felton, PA",2
19187,"Ladd, IL",2
19188,"LEBANON, OH",2
19189,"diamond bar, CA",2
19190,"Conroe, TN",2
19191,"Lone Rock, IA",2
19192,"Brooklyn, IL",2
19193,"new yok city, NY",2
19194,"SALISBURY, MA",2
19195,"Greenfield, NH",2
19196,"ALbany, NY",2
19197,"Lyndonville, NY",2
19198,"C, NY",2
19199,"garfield, NJ",2
19200,"Voorburg, NY",2
19201,"Prvidence, RI",2
19202,"san fran, CA",2
19203,"Pleasanton, TX",2
19204,"Marcellus, CA",2
19205,"perris, CA",2
19206,"Cowan, TN",2
19207,"Coalport, PA",2
19208,"Coalville, UT",2
19209,"Weeki Wachee, FL",2
19210,"Santiago, NY",2
19211,"Xcel, CO",2
19212,"PALMYRA, NY",2
19213,"Weare,, NH",2
19214,"NEW WINDSOR, MD",2
19215,"Austn, TX",2
19216,"Chester, SD",2
19217,"Laurelton, New York, NY",2
19218,"Clarksburg, CA",2
19219,"davenport, FL",2
19220,"South El MOnte, CA",2
19221,"Vernon, FL",2
19222,"Greenwich, CA",2
19223,"AMAMA, AL",2
19224,"leola, PA",2
19225,"rossmoor, CA",2
19226,"shippensburg, PA",2
19227,"Raymond, IL",2
19228,"Bethpage, TN",2
19229,"northfield, OH",2
19230,"parksley, VA",2
19231,"upper black eddy, PA",2
19232,"Munster, In, IN",2
19233,"Fair oaks, CA",2
19234,"Cedar Rapids, NE",2
19235,"atoka, TN",2
19236,"hazard, KY",2
19237,"bradford, PA",2
19238,"Whippleville, NY",2
19239,"Anahuac, TX",2
19240,"Sofia, Bulgaria,   ",2
19241,"WOMELSDORF, PA",2
19242,"WANBLEE, SD",2
19243,"Baltimore, TX",2
19244,"ATLANTA, MO",2
19245,"Prairie du Chien, WI",2
19246,"Bosise, ID",2
19247,"SUNSET BEACH, CA",2
19248,"HEATH, TX",2
19249,"ROYAL PALM BEACH, FL",2
19250,"colorado city, CO",2
19251,"West St Paul, MN",2
19252,"Jackson Hole, WY",2
19253,"Plantersville, TX",2
19254,"Lake Cormorant, MS",2
19255,"winnsboro, LA",2
19256,"El Sobrnte, CA",2
19257,"Bristol TN, TN",2
19258,"McKinney, TN",2
19259,"Clare, MI",2
19260,"san Diego, CA",2
19261,"PARKVILLE, MD",2
19262,"29 Palms, CA",2
19263,"center point, IA",2
19264,"dallastown, PA",2
19265,"silverton, OR",2
19266,"Park Hills, MO",2
19267,"South Wayne, WI",2
19268,"Kewadin, MI",2
19269,"Redington  Shores,, FL",2
19270,"Dwight, IL",2
19271,"beachwood, NJ",2
19272,"lake bluff, IL",2
19273,"El paso, TX",2
19274,"MT PROSPECT, IL",2
19275,"Mineral Ridge, OH",2
19276,"Homer, MI",2
19277,"Largo FL, FL",2
19278,"x, WA",2
19279,"Chico, TX",2
19280,"clearwater fl, FL",2
19281,"Royal Oak, MN",2
19282,"Rock Hill, NY",2
19283,"Newport, WA",2
19284,"jackson, TN",2
19285,"Angier, MA",2
19286,"langley afb, VA",2
19287,"Seminole, OK",2
19288,"Weatherly, PA",2
19289,"windsor, SC",2
19290,"danville, VT",2
19291,"salem, NH",2
19292,"Point Harbor, NC",2
19293,"NSW Australia, IL",2
19294,"valley cottage, NY",2
19295,"YORKTOWN HEIGHTS, NV",2
19296,"Headland, AL",2
19297,"palmharbor, FL",2
19298,"Pottsville, AR",2
19299,"PHoenix, AZ",2
19300,"VIRGINIA BEACH CITY, VA",2
19301,"Benton City, WA",2
19302,"Roxbury,, CT",2
19303,"cherry valley, IL",2
19304,"Grosse Poiinte Woods, MI",2
19305,"cookeville, TN",2
19306,"Villas, NJ",2
19307,"Winnsboro, SC",2
19308,"Joint Base Lewis McChord, WA",2
19309,"oswego,   ",2
19310,"Center conway, NH",2
19311,"Almonesson, NJ",2
19312,"Roseland, VA",2
19313,"taylor, TX",2
19314,"Nwe York, NY",2
19315,"north haven, CT",2
19316,"Hazlehurst, MS",2
19317,"Anchorage, KY",2
19318,"herriman, UT",2
19319,"fancy gap, VA",2
19320,"Bosque, NM",2
19321,"Almo, KY",2
19322,"Cozad, NE",2
19323,"Xenia, IL",2
19324,"huber Heights, OH",2
19325,"yalaha, FL",2
19326,"Anywhere, NJ",2
19327,"lloyd harbor, NY",2
19328,"flossmoor, IL",2
19329,"mission, TX",2
19330,"northwood, NH",2
19331,"Catlett, VA",2
19332,"Barefoot Bay, FL",2
19333,"Los alamitos, CA",2
19334,"HUNTINGTON PARK, CA",2
19335,"Saint Petersburb, FL",2
19336,"N LAS VEGAS, NV",2
19337,"Marine City, MI",2
19338,"bethel springs, TN",2
19339,"HARRISON, NY",2
19340,"FORT MYERS, GA",2
19341,"Raleligh,, NC",2
19342,"HAUPPAUGE, NY",2
19343,"alpine, CA",2
19344,"Williamsburg, MI",2
19345,"Lena, WI",2
19346,"voorhees, nj, NJ",2
19347,"E Stbg., PA",2
19348,"harrisville, RI",2
19349,"Thornhill Ontario, OH",2
19350,"Finley, TN",2
19351,"Dry Fork, VA",2
19352,"San Francisco, LA",2
19353,"Washington Twp, NJ",2
19354,"Jacksonville, DC",2
19355,"Livingston, CA",2
19356,"fair lawn, NJ",2
19357,"PLAYA DEL REY, CA",2
19358,"Thornhill, Ontario, NY",2
19359,"new Martinsville, WV",2
19360,"MO, MO",2
19361,"VILLA PARK, IL",2
19362,"PELL CITY, AL",2
19363,"Peoira, IL",2
19364,"Huxley, IA",2
19365,"Bland, VA",2
19366,"hasbrouck Heights, NJ",2
19367,"susquehanna, PA",2
19368,"Sun Valley, NV",2
19369,"london, CT",2
19370,"Shippenville, PA",2
19371,"BRYAN, TX",2
19372,"Newport, ME",2
19373,"Guttenberg, IA",2
19374,"NORFOLK, VA",2
19375,"carl junction, MO",2
19376,"Newport, AR",2
19377,"salt alke city, UT",2
19378,"Saint louis, MO",2
19379,"New York City,, NY",2
19380,"Mt. Pleasant, UT",2
19381,"Thornville, OH",2
19382,"Stephens, AR",2
19383,"Port Barre, LA",2
19384,"Littlerocl, CA",2
19385,"Rockaway park, NY",2
19386,"Manhasset Hills, NY",2
19387,"Paris, AL",2
19388,"aurora, OH",2
19389,"Ketchum, HI",2
19390,"West Homestead, PA",2
19391,"Granite By, CA",2
19392,"Clifton PArk, NY",2
19393,"LK. HOPATCONG, NJ",2
19394,"PERKASIE, PA",2
19395,"Rocheser, NY",2
19396,"chicopee, MA",2
19397,"Grundy Center, IA",2
19398,"Panacea, FL",2
19399,"CANADA L6A 2X6, NY",2
19400,"williamstown, MA",2
19401,"Hope, AR",2
19402,"landover, MD",2
19403,"Indiahoma, OK",2
19404,"Pemberton, NJ",2
19405,"East Sussex, NY",2
19406,"Union, ME",2
19407,"Napoleonville, LA",2
19408,"Alford, FL",2
19409,"Ingomar, PA",2
19410,"WEST POINT, GA",2
19411,"agoura hills, CA",2
19412,"Wilton, WI",2
19413,"Hart, MI",2
19414,"Lascassas, TN",2
19415,"Graton, ND",2
19416,"No. City, CT",2
19417,"Queenbsury, NY",2
19418,"paris, NY",2
19419,"syracuse, UT",2
19420,"Newport, MA",2
19421,"Walhalla, SC",2
19422,"Orangevillage, OH",2
19423,"Tate, GA",2
19424,"carpentersville, IL",2
19425,"PortWashington, NY",2
19426,"St. George, VT",2
19427,"Bloomington,, IL",2
19428,"Heyburn, ID",2
19429,"Prosperity, PA",2
19430,"Hobbsville, NC",2
19431,"Dayton, KY",2
19432,"smithville, OH",2
19433,"beech grove, IN",2
19434,"Saint Regis, MT",2
19435,"El Segungo, CA",2
19436,"BAY VILLAGE, OH",2
19437,"soquel, CA",2
19438,"White Plaona, NY",2
19439,"yuma, AZ",2
19440,"Wild Rose, WI",2
19441,"Meriden, KS",2
19442,"mount prospect, IL",2
19443,"Ashevillle, NC",2
19444,"W. Chatham, MA",2
19445,"WILSON, AR",2
19446,"chicago, ID",2
19447,"Land O Lakes, WI",2
19448,"Farifax, VA",2
19449,"south hackensack, NJ",2
19450,"Broklyn, NY",2
19451,"Ulysses, KS",2
19452,"Alna, ME",2
19453,"Panton, VT",2
19454,"Cragsmoor, NY",2
19455,"Anza, CA",2
19456,"MA - Massachusetts, MA",2
19457,"altus, OK",2
19458,"tORRANCE, CA",2
19459,"benton, LA",2
19460,"NEEDHAM, MA",2
19461,"New hartford, NY",2
19462,"Rockville Center, NY",2
19463,"MERCER ISLAND, WA",2
19464,"x, LA",2
19465,"Sheldonville, MA",2
19466,"Penns Park, PA",2
19467,"RIGBY, ID",2
19468,"Muldrow, OK",2
19469,"New Orlenans, LA",2
19470,"lenox, MA",2
19471,"stuart, VA",2
19472,"Mancos, CO",2
19473,"Buckner, MO",2
19474,"WINNECONNE, WI",2
19475,"Corralitos, CA",2
19476,"Coden, AL",2
19477,"Annapolis, NY",2
19478,"Highlands Ranch, WI",2
19479,"Seven Points, TX",2
19480,"Lennox, CA",2
19481,"Medaryville, IN",2
19482,"Frostproof, FL",2
19483,"MANCHESTER, MI",2
19484,"Sacarmento, CA",2
19485,"easley, SC",2
19486,"Red Feather Lakes,, CO",2
19487,"crestwood, KY",2
19488,"Atlanta, KY",2
19489,"Pepeekeo, HI",2
19490,"conyers, GA",2
19491,"W Hempstead, NY",2
19492,"stratford, NJ",2
19493,"SHOREVIEW, MN",2
19494,"Preston, CT",2
19495,"Toronto, AA",2
19496,"daytona beach, FL",2
19497,"key west, FL",2
19498,"Umatilla, FL",2
19499,"Oxford, IL",2
19500,"Hayden, CO",2
19501,"Forks, WA",2
19502,"Jupiter, MD",2
19503,"Bakesfield, CA",2
19504,"selma, IN",2
19505,"Wabasha, MN",2
19506,"Quinlan, TX",2
19507,"Horizon City, TX",2
19508,"Charlottenlund, NY",2
19509,"dolton, IL",2
19510,"alpena, MI",2
19511,"East Cleveland, OH",2
19512,"Ferdinand, IN",2
19513,"Palm Shores, FL",2
19514,"arcadia, NY",2
19515,"BALLSTON LAKE, NY",2
19516,"Hidden Valley Lake, CA",2
19517,"Princeton, IA",2
19518,"Warroad, MN",2
19519,"Stuttgart, FL",2
19520,"New London, NC",2
19521,"Lafayatte, MD",2
19522,"Lane City, TX",2
19523,"Round Lake Heights, IL",2
19524,"West, TX",2
19525,"Canada, CA",2
19526,"EGF, MN",2
19527,"jefferson, GA",2
19528,"biddeford, ME",2
19529,"Saint Charles, IA",2
19530,"Howard City, MI",2
19531,"Berywn, IL",2
19532,"East Chicago, IN",2
19533,"Atlantic highlands, NJ",2
19534,"HERNDON, VA",2
19535,"Chesapeake, MD",2
19536,"Naples, OH",2
19537,"Laurel, MT",2
19538,"Bethlehem, GA",2
19539,"Clearwter, FL",2
19540,"manahawkin, NJ",2
19541,"Mifflintown, MD",2
19542,"Ellery, IL",2
19543,"BELMONT, NC",2
19544,"MOUNT IDA, AR",2
19545,"uniondale, NY",2
19546,"NANUET, NY",2
19547,"san-francisco, CA",2
19548,"Goldsby, OK",2
19549,"lanoka harbor, NJ",2
19550,"Overland Park, MO",2
19551,"Mont Alto, PA",2
19552,"Waterloo, OH",2
19553,"Victoria, BC V9B 6T2, CA",2
19554,"Dallas City, IL",2
19555,"PORT HUENEME, CA",2
19556,"magalia, CA",2
19557,"center moriches, NY",2
19558,"Texline, TX",2
19559,"Middleburg hts, OH",2
19560," , DC",2
19561,"SONORA, CA",2
19562,"Newtown Sq, PA",2
19563,"Fayette, MO",2
19564,"Conshohocken,pa., PA",2
19565,"south tamworth, NH",2
19566,"Brimfield, IL",2
19567,"waukee, IA",2
19568,"Ladera Heights, CA",2
19569,"PRINCETON, IL",2
19570,"barre, VT",2
19571,"Caryville, TN",2
19572,"St.Charlse, IL",2
19573,"Glendale, RI",2
19574,"Shelburne, MA",2
19575,"Santa Claus, IN",2
19576,"nY, NY",2
19577,"ocean ridge, FL",2
19578,"Lumberton, MS",2
19579,"PFAFFTOWN, NC",2
19580,"Sedgwick, ME",2
19581,"2011, MA",2
19582,"Sherwood Forest, MD",2
19583,"albuq, NM",2
19584,"Seattl3, WA",2
19585,"boone,, NC",2
19586,"Sunnyvale, CA, CA",2
19587,"Sunset, TX",2
19588,"pt. orchard, WA",2
19589,"Paulina, LA",2
19590,"Ryland Heights, KY",2
19591,"broomall, PA",2
19592,"WINDHAM, OH",2
19593,"SOUTH HADLEY, MA",2
19594,"miller place, NY",2
19595,"Cordell, OK",2
19596,"piqua, OH",2
19597,"Ferris, TX",2
19598,"woodburn, OR",2
19599,"Moravian Falls, NC",2
19600,"Eagle RIver, AK",2
19601,"Garberville, CA",2
19602,"lewiston, NY",2
19603,"tappan, NY",2
19604,"Larimore, ND",2
19605,"manchaca, TX",2
19606,"w islip, NY",2
19607,"west Memphis, AR",2
19608,"Parachute, CO",2
19609,"Cabot, VT",2
19610,"KITTY HAWK, NC",2
19611,"Vineburg, CA",2
19612,"Rice, VA",2
19613,"Peosta, IA",2
19614,"Blasdell, NY",2
19615,"CAZENOVIA, NY",2
19616,"Warwick, PA",2
19617,"arlington, NY",2
19618,"TAYLOR RIDGE, IL",2
19619,"Enumc, WA",2
19620,"WoodRidge, NJ",2
19621,"Chapel hill, NC",2
19622,"westminater, CA",2
19623,"Randeleman, NC",2
19624,"Brooklyn, NV",2
19625,"WESTLAKE VILLAGE, CA",2
19626,"Mtn Green, UT",2
19627,"tolleson, AZ",2
19628,"Bellevue, CA",2
19629,"Shadyside, MD",2
19630,"Smithville, NJ",2
19631,"Amherst, IL",2
19632,"margare, FL",2
19633,"lake stevens, WA",2
19634,"narragansett, RI",2
19635,"Heidt Street, SC",2
19636,"Kamloops, NY",2
19637,"Windsor, ME",2
19638,"West Wareham, MA",2
19639,"Maggie Valley, NC",2
19640,"Morgan HIll, CA",2
19641,"northampton, MA",2
19642,"Smethport, PA",2
19643,"el mirage, AZ",2
19644,"Merrimac, WI",2
19645,"LAwrenceville, NJ",2
19646,"Miami, TN",2
19647,"Le Sueur, MN",2
19648,"Travis AFB, CA",2
19649,"N Falmouth, MA",2
19650,"HUDSON, FL",2
19651,"youngstown, OH",2
19652,"TARBORO, NC",2
19653,"Gaylord, MN",2
19654,"Winter PArk, FL",2
19655,"Alief, TX",2
19656,"South China, ME",2
19657,"Glastonbury, CT, CT",2
19658,"enola, PA",2
19659,"Aiken, SC, SC",2
19660,"White pine, TN",2
19661,"mountain house, CA",2
19662,"xxxxxxxxxxxxxx, VA",2
19663,"NETHERLANDS,   ",2
19664,"lehi, UT",2
19665,"Clyde, OH",2
19666,"WHITEWRIGHT, TX",2
19667,"SOUTHBRIDGE, MA",2
19668,"KASSON, MN",2
19669,"SAGAMORE HILLS, OH",2
19670,"PITTSBURG, CA",2
19671,"Gibbs, MO",2
19672,"franklin, MI",2
19673,"leesburg, GA",2
19674,"monticello, FL",2
19675,"LOS ALAMITOS, CA",2
19676,"Goose creek, SC",2
19677,"grayson, GA",2
19678,"CROSSVILLE, TN",2
19679,"BEL AIR, MD",2
19680,"Morelia Michoacan, NY",2
19681,"centereach, NY",2
19682,"SANTAQUIN, UT",1
19683,"BROOKFIELD, MO",1
19684,"Sprint, TX",1
19685,"Palm Desert,, CA",1
19686,"Kerens, WV",1
19687,"MIDLAND, GA",1
19688,"ALSIP, IL",1
19689,"WINNFIELD, LA",1
19690,"Huntsvile, AL",1
19691,"Cornettsville, KY",1
19692,"Oakwood, OH",1
19693,"Edgewater Park, NJ",1
19694,"Paris, FRANCE, MA",1
19695,"brockton, MA",1
19696,"N. Apollo, PA",1
19697,"Raleigh, NC 27613 United States, NC",1
19698,"SUMMERDALE, AL",1
19699,"clarence center, NY",1
19700,"port heiden, AK",1
19701,"canton, NC",1
19702,"Loganville, WI",1
19703,"mocksville, NC",1
19704,"Palmetto bay, FL",1
19705,"Lynchburg, TN",1
19706,"greencastle, IN",1
19707,"chestnut Hill, MA",1
19708,"Atlanta, HI",1
19709,"Damscus, MD",1
19710,"baldwin, WI",1
19711,"gravois, MO",1
19712,"JAMESPORT, NY",1
19713,"Richmond,   ",1
19714,"fineview, NY",1
19715,"Strandquist, MN",1
19716,"Mapleton, ME",1
19717,"timonium, MD",1
19718,"conway, AR",1
19719,"Walnut, IL",1
19720,"Conyers,, GA",1
19721,"Thorofare, NJ",1
19722,"Singapore 587884, NY",1
19723,"Miromar Lakes, FL",1
19724,"A;DLFJA, NY",1
19725,"West Palm Beach,, FL",1
19726,"biscayne park, FL",1
19727,"Bridgeport, CA",1
19728,"mariposa, CA",1
19729,"Forked river, NJ",1
19730,"north augusta, SC",1
19731,"Balikpapan, IN",1
19732,"ST AUGUSTINE, FL",1
19733,"oakville, WA",1
19734,"Janesville,, WI",1
19735,"Somers Pt, NJ",1
19736,"GASBURG, VA",1
19737,"New Franklin, MO",1
19738,"laramie, WY",1
19739,"steamboat springs, CO",1
19740,"ASHLAND, VA",1
19741,"Kimberly, ID",1
19742,"Brooklyn, ND",1
19743,"Alexandria, IN",1
19744,"Port Washington, MN",1
19745,"FINLAND, NY",1
19746,"Utopia, TX",1
19747,"Warfordsburg, PA",1
19748,"monut prospect, IL",1
19749,"green lane, PA",1
19750,"La habra, CA",1
19751,"s, SC",1
19752,"Linden, TN",1
19753,"New York 10028, NY",1
19754,"West kingston, RI",1
19755,"Hillsboro, TX",1
19756,"roosevelt, AZ",1
19757,"Ragland, AL",1
19758,"Pasig city metro Manila, VI",1
19759,"Rockville Ctr, NY",1
19760,"OLDSMAR, FL",1
19761,"qwe, NY",1
19762,"So. Weymouth, MA",1
19763,"Comfort, TX",1
19764,"seneca falls, NY",1
19765,"lebanon, OH",1
19766,"Camp hill, PA",1
19767,"Lake In The Hills, IL",1
19768,"Crp Christi, TX",1
19769,"Bronx, MA",1
19770,"Fort Stockton, TX",1
19771,"whitehouse, TX",1
19772,"monee, IL",1
19773,"Rockledge, PA",1
19774,"NEW ORLEANS, LA, LA",1
19775,"Waggaman, LA",1
19776,"ROUND HILL, VA",1
19777,"WESTPORT, TN",1
19778,"AMES, NE",1
